zone_id,jurisdiction_id,jurisdiction_name,zone_code,zone_name,category,min_lot_size_sf,min_lot_width_ft,max_density_dua,max_far,max_lot_coverage_pct,max_height_ft,max_stories,front_setback_ft,side_setback_ft,rear_setback_ft,parking_ratio,source_doc,source_citation,source_page,provenance,confidence,human_verified,notes
az-scottsdale:r1-70,az-scottsdale,City of Scottsdale,R1-70,"Single-family Residential—70,000 square feet per lot",residential,70000,TBD,TBD,TBD,TBD,30,TBD,60,30,60,,az-scottsdale-zoning,§5.034,,official-html,extracted,,"Provenance label corrected: values were transcribed from the OFFICIAL Scottsdale Zoning Ordinance (Appendix B) in a prior vault pass; live Municode re-fetch was blocked this run, so this run did not re-confirm them. Not human-verified to the data layer. Official Municode HTML unreachable (HTTP 403); elaws.us mirror unreachable (HTTP 503). Values carried from prior note zone-r1-70.md citing Scottsdale ZO §5.034 (flagged UNVERIFIED); re-verify against official §5.034. 1 du/lot per §5.034.C. FAR/lot-coverage/lot-width not specified in note."
az-scottsdale:s-r,az-scottsdale,City of Scottsdale,S-R,Service-Residential,residential,TBD,TBD,12,TBD,TBD,18,TBD,TBD,TBD,TBD,,az-scottsdale-zoning,§5.1103,,official-html,extracted,,"Provenance label corrected: values were transcribed from the OFFICIAL Scottsdale Zoning Ordinance (Appendix B) in a prior vault pass; live Municode re-fetch was blocked this run, so this run did not re-confirm them. Not human-verified to the data layer. Official Municode HTML unreachable (HTTP 403); elaws.us mirror unreachable (HTTP 503). Values carried from prior note zone-s-r.md citing Scottsdale ZO §5.1103 (flagged UNVERIFIED); re-verify against official §5.1103. max_density 12 DUA per §5.1103.C. Note states no general front/side/rear yard (10 ft between buildings); setbacks set TBD. Min lot/FAR not specified."
az-scottsdale:s-s,az-scottsdale,City of Scottsdale,S-S,Support Services,industrial,TBD,TBD,TBD,0.8,TBD,36,TBD,20,TBD,TBD,,az-scottsdale-zoning,§5.1704,,official-html,extracted,,"Provenance label corrected: values were transcribed from the OFFICIAL Scottsdale Zoning Ordinance (Appendix B) in a prior vault pass; live Municode re-fetch was blocked this run, so this run did not re-confirm them. Not human-verified to the data layer. Official Municode HTML unreachable (HTTP 403); elaws.us mirror unreachable (HTTP 503). Values carried from prior note zone-s-s.md citing Scottsdale ZO §5.1704 (flagged UNVERIFIED); re-verify against official §5.1704. FAR 0.80, height 36 ft, front 20 ft. Side/rear not specified in note (TBD). Min lot/width not specified."
az-scottsdale:w-p,az-scottsdale,City of Scottsdale,W-P,Western Theme Park,special,6969600,TBD,TBD,0.08,TBD,36,TBD,TBD,300,300,,az-scottsdale-zoning,§5.2805,,official-html,extracted,,"Provenance label corrected: values were transcribed from the OFFICIAL Scottsdale Zoning Ordinance (Appendix B) in a prior vault pass; live Municode re-fetch was blocked this run, so this run did not re-confirm them. Not human-verified to the data layer. Official Municode HTML unreachable (HTTP 403); elaws.us mirror unreachable (HTTP 503). Values carried from prior note zone-w-p.md citing Scottsdale ZO §5.2805 (flagged UNVERIFIED); re-verify against official §5.2805. min_lot_size = 160 acres min site x 43,560 = 6,969,600 sf (acres-to-sf conversion per §5.2805.A). FAR 0.08, height 36 ft. Side/rear 300 ft from SF/MF residential. Front 'no general front yard' set TBD. Lot-width not specified."
az-superior:ar,az-superior,Town of Superior,AR,Agricultural Residential,residential,196020,300,TBD,TBD,TBD,35,TBD,60,60,100,,az-superior-zoning,"Zoning Ord. Art. V § 5.4, Table No. 1 (Single Residence Districts); districts established Art. IV § 4.1",,official-pdf,extracted,,"Fetch route 1: curl P&Z page, found doclink to 2024 Superior Zoning Ordinance (adopted 06-13-2024), downloaded PDF (1.8MB, 131-page ordinance, ord. 17-140) and converted with pdftotext -layout. Min lot size stated as 4.5 acres (196,020 sf at 43,560/acre). No density, FAR, lot coverage, or stories stated for single-family districts in Table No. 1. Table also lists street-side setback 60 ft and lot depth 250 ft."
az-superior:c-1,az-superior,Town of Superior,C-1,Neighborhood Commercial,commercial,6000,TBD,TBD,TBD,50,30,TBD,20,10,25,,az-superior-zoning,"Zoning Ord. Art. VII § 7.9, Table No. 3 (Commercial Districts); uses § 7.1–7.3",,official-pdf,extracted,,"Lot area 6,000 sf; height 30 ft; lot coverage 50%; street-side setback 20 ft; distance between buildings 15 ft per Table No. 3. No min lot width/density/FAR/stories stated."
az-superior:c-2,az-superior,Town of Superior,C-2,General Commercial,commercial,6000,TBD,TBD,TBD,60,30,TBD,20,10,25,,az-superior-zoning,"Zoning Ord. Art. VII § 7.9, Table No. 3 (Commercial Districts); uses § 7.4–7.6",,official-pdf,extracted,,"Lot area 6,000 sf; height 30 ft; lot coverage 60%; street-side setback 20 ft; distance between buildings 15 ft per Table No. 3. Conditional uses listed are those carried over from C-1 (C-2 permits C-1 permitted+conditional uses). No min lot width/density/FAR/stories stated."
az-superior:er,az-superior,Town of Superior,ER,Estate Residential,residential,43560,120,TBD,TBD,TBD,35,TBD,40,20,40,,az-superior-zoning,"Zoning Ord. Art. V § 5.4, Table No. 1 (Single Residence Districts)",,official-pdf,extracted,,"Min lot size 1 acre (43,560 sf). Street-side setback 40 ft, lot depth 120 ft per Table No. 1. No density/FAR/coverage/stories stated."
az-superior:i-1,az-superior,Town of Superior,I-1,Garden Industrial,industrial,43560,TBD,TBD,TBD,50,40,TBD,20,10,25,,az-superior-zoning,"Zoning Ord. Art. IX § 9.10, Table No. 5 (Industrial Districts); uses § 9.1–9.2",,official-pdf,extracted,,"Lot area 43,560 sf (1 acre); height 40 ft; lot coverage 50%; street-side setback 20 ft; distance between buildings 15 ft per Table No. 5. No min lot width/density/FAR/stories stated."
az-superior:i-2,az-superior,Town of Superior,I-2,General Industrial,industrial,43560,TBD,TBD,TBD,60,40,TBD,20,10,25,,az-superior-zoning,"Zoning Ord. Art. IX § 9.10, Table No. 5 (Industrial Districts); uses § 9.3 et seq.",,official-pdf,extracted,,"Lot area 43,560 sf (1 acre); height 40 ft; lot coverage 60%; street-side setback 20 ft; distance between buildings 15 ft per Table No. 5. I-2 permitted-use list continues beyond extracted region (includes I-1 uses plus additional); only first items captured. No min lot width/density/FAR/stories stated."
az-superior:osc,az-superior,Town of Superior,OSC,Open Space Conservation,open-space,217800,TBD,TBD,TBD,5,24,TBD,60,30,60,,az-superior-zoning,"Zoning Ord. Art. X § 10.6, Table No. 6 (Open Space Districts); uses § 10.1–10.3",,official-pdf,extracted,,"Table No. 6 lists lot area in ACRES: 5 acres = 217,800 sf (at 43,560/acre). Height 24 ft; lot coverage 5%; street-side setback 30 ft; distance between buildings 15 ft. No min lot width/density/FAR/stories stated. Article header rendered as 'ARTICLE X' in body (TOC lists Art. IX/X numbering inconsistency in source)."
az-superior:osr,az-superior,Town of Superior,OSR,Open Space Recreational,open-space,217800,TBD,TBD,TBD,5,24,TBD,60,30,60,,az-superior-zoning,"Zoning Ord. Art. X § 10.6, Table No. 6 (Open Space Districts); uses § 10.1–10.3",,official-pdf,extracted,,"Table No. 6 lists lot area in ACRES: 5 acres = 217,800 sf. Height 24 ft; lot coverage 5%; street-side setback 30 ft; distance between buildings 15 ft. Permitted uses shared with OSC per § 10.1. No min lot width/density/FAR/stories stated."
az-superior:pd,az-superior,Town of Superior,PD,Planned Development,planned,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-superior-zoning,Zoning Ord. Art. XII (Planned Development Zone District) § 12.x; district established Art. IV § 4.1,,official-pdf,extracted,,"PD is a base zone district listed in Art. IV § 4.1. No fixed dimensional standards: uses and development standards (setbacks, height, coverage, density) are established by an approved development plan/specific plan text per Art. XII § 12 (Land Use Regulations). All numeric standards recorded TBD by design (not omitted data)."
az-superior:r-2,az-superior,Town of Superior,R-2,Multiple Residential (R-2),residential,18000,TBD,8,TBD,40,35,TBD,20,5,25,,az-superior-zoning,"Zoning Ord. Art. VI § 6.6, Table No. 2 (Multiple Residential Zone Districts)",,official-pdf,extracted,,"Density 8 du/ac per Table No. 2; lot area 18,000 sf; lot coverage 40%; street-side setback 10 ft; distance between buildings 15 ft. Min lot width not stated in table (TBD). Permitted/conditional use lists not itemized in extracted Art. VI text region; left empty rather than fabricate."
az-superior:r-3,az-superior,Town of Superior,R-3,Multiple Residential (R-3),residential,18000,TBD,20,TBD,50,35,TBD,20,5,25,,az-superior-zoning,"Zoning Ord. Art. VI § 6.6, Table No. 2 (Multiple Residential Zone Districts)",,official-pdf,extracted,,"Density 20 du/ac per Table No. 2; lot area 18,000 sf; lot coverage 50%; street-side setback 10 ft; distance between buildings 15 ft. Min lot width not stated in table (TBD). Permitted/conditional use lists not itemized in extracted text region; left empty rather than fabricate."
az-superior:r1-5,az-superior,Town of Superior,R1-5,Urban Residential (R1-5),residential,5000,50,TBD,TBD,TBD,30,TBD,20,5,15,,az-superior-zoning,"Zoning Ord. Art. V § 5.4, Table No. 1 (Single Residence Districts)",,official-pdf,extracted,,"Min lot size 5,000 sf. Street-side setback 10 ft, lot depth 80 ft per Table No. 1. No density/FAR/coverage/stories stated."
az-superior:r1-8,az-superior,Town of Superior,R1-8,Urban Residential (R1-8),residential,8000,80,TBD,TBD,TBD,30,TBD,20,5,25,,az-superior-zoning,"Zoning Ord. Art. V § 5.4, Table No. 1 (Single Residence Districts)",,official-pdf,extracted,,"Min lot size 8,000 sf. Street-side setback 15 ft, lot depth 100 ft per Table No. 1. No density/FAR/coverage/stories stated."
az-superior:rr,az-superior,Town of Superior,RR,Rural Residential,residential,87120,150,TBD,TBD,TBD,35,TBD,60,40,100,,az-superior-zoning,"Zoning Ord. Art. V § 5.4, Table No. 1 (Single Residence Districts)",,official-pdf,extracted,,"Min lot size 2 acres (87,120 sf). Street-side setback 60 ft, lot depth 200 ft per Table No. 1. No density/FAR/coverage/stories stated."
az-superior:sr,az-superior,Town of Superior,SR,Suburban Residential,residential,20000,80,TBD,TBD,TBD,35,TBD,30,20,35,,az-superior-zoning,"Zoning Ord. Art. V § 5.4, Table No. 1 (Single Residence Districts)",,official-pdf,extracted,,"Min lot size 1/2 acre, stated as 20,000 sf in Table No. 1. Street-side setback 30 ft, lot depth 100 ft. Livestock/stable accessory uses listed only for AR, RR, ER. No density/FAR/coverage/stories stated."
az-superior:tc,az-superior,Town of Superior,TC,Town Center,downtown,3000,TBD,TBD,TBD,TBD,30,TBD,0,0,0,,az-superior-zoning,"Zoning Ord. Art. VIII § 8.6, Table No. 4 (Town Center Zone District); uses § 8.1–8.2",,official-pdf,extracted,,"Single base district 'TC (Town Center)' per Art. IV § 4.1 but Table No. 4 splits standards into two sub-categories. TC Commercial (recorded here): lot area 3,000 sf, height 30 ft, all setbacks 0, lot coverage may be 100% per footnote b (recorded TBD as no single max % stated), distance between buildings 0 (per IBC/Fire Code). TC Residential variant: lot area 5,000 sf, height 24 ft, front 20, side 10, street-side 20, rear 25, lot coverage 60%, distance 6 ft. No FAR/stories/density stated."
az-surprise:bp,az-surprise,City of Surprise,BP,Business Park,industrial,871200,TBD,TBD,TBD,TBD,45,TBD,25,15,TBD,,az-surprise-zoning,"Sec. 106-7.3, Table 106-7a",,official-html,extracted,,"Min lot area 20 acres (871,200 sf); pad sites may reduce to 1 acre. Min parcel to request BP zoning 50 acres. Setbacks: arterial ROW 35; collector/local ROW 25 (front 25); adjacent to residential 75 (may reduce to 15 with 45-ft buffer tract); adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 45 ft (+1 ft setback per 1 ft above 30 ft adjacent to residential)."
az-surprise:c-1,az-surprise,City of Surprise,C-1,Neighborhood Commercial,commercial,12000,TBD,TBD,TBD,TBD,35,TBD,20,15,TBD,,az-surprise-zoning,"Sec. 106-6.3, Table 106-6a",,official-html,extracted,,"Min lot area 12,000 sf. Setbacks: arterial ROW 35; collector/local ROW 20 (front 20); adjacent to residential 20; adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 35 ft (30 at setback adjacent to RR/R-1/R-2). Max per tenant 5,000 sf; max center 10 ac."
az-surprise:c-2,az-surprise,City of Surprise,C-2,Community Commercial,commercial,18000,TBD,TBD,TBD,TBD,40,TBD,20,15,TBD,,az-surprise-zoning,"Sec. 106-6.3, Table 106-6a",,official-html,extracted,,"Min lot area 18,000 sf. Setbacks: arterial ROW 35; collector/local ROW 20 (front 20); adjacent to residential 30; adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 40 ft (30 at setback adjacent to RR/R-1/R-2). Max per tenant 45,000 sf; max center 20 ac."
az-surprise:c-3,az-surprise,City of Surprise,C-3,Regional Commercial,commercial,90000,TBD,TBD,TBD,TBD,45,TBD,20,15,TBD,,az-surprise-zoning,"Sec. 106-6.3, Table 106-6a",,official-html,extracted,,"Min lot area 90,000 sf (may reduce to 18,000 for pad sites in a commerce center >=90,000 sf). Setbacks: arterial ROW 35; collector/local ROW 20 (front 20); adjacent to residential 45; adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 45 ft (30 at setback adjacent to RR/R-1/R-2). No max per tenant/center."
az-surprise:c-o,az-surprise,City of Surprise,C-O,Office Commercial,commercial,12000,TBD,TBD,TBD,TBD,30,TBD,15,15,TBD,,az-surprise-zoning,"Sec. 106-6.3, Table 106-6a",,official-html,extracted,,"Min lot area 12,000 sf. Setbacks ROW/adjacency: arterial ROW 35; collector/local ROW 15 (front recorded 15); adjacent to residential 20; adjacent to non-residential 15 (side recorded 15). No dedicated rear (TBD). Height 30 ft. Max per tenant 5,000 sf; max commerce center 10 ac. No lot-width/coverage/density columns (TBD)."
az-surprise:i-1,az-surprise,City of Surprise,I-1,Light Industrial,industrial,20000,TBD,TBD,TBD,TBD,40,TBD,35,15,TBD,,az-surprise-zoning,"Sec. 106-7.3, Table 106-7a",,official-html,extracted,,"Min lot area 20,000 sf. Setbacks: arterial ROW 35; collector/local ROW 35 (front 35); adjacent to residential 50 (may reduce to 15 with 30-ft buffer); adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 40 ft (+1 ft per 1 ft above 30 adjacent to residential)."
az-surprise:i-2,az-surprise,City of Surprise,I-2,General Industrial,industrial,217800,TBD,TBD,TBD,TBD,85,TBD,35,25,TBD,,az-surprise-zoning,"Sec. 106-7.3, Table 106-7a",,official-html,extracted,,"Min lot area 5 acres (217,800 sf). Setbacks: arterial ROW 35; collector/local ROW 35 (front 35); adjacent to residential 75 (may reduce to 15 with 45-ft buffer); adjacent to non-residential 25 (side 25). No dedicated rear (TBD). Height 85 ft (+1 ft per 1 ft above 30 adjacent to residential)."
az-surprise:i-3,az-surprise,City of Surprise,I-3,Heavy Industrial,industrial,1742400,TBD,TBD,TBD,TBD,40,TBD,50,50,TBD,,az-surprise-zoning,"Sec. 106-7.3, Table 106-7a",,official-html,extracted,,"Min lot area 40 acres (1,742,400 sf). Setbacks: arterial ROW 50; collector/local ROW 50 (front 50); adjacent to residential 150 (may reduce to 75 with 50-ft buffer); adjacent to non-residential 50 (side 50). No dedicated rear (TBD). Height 40 ft (+1 ft per 1 ft above 30 adjacent to residential)."
az-surprise:mu-1,az-surprise,City of Surprise,MU-1,Mixed Use Medium Density,mixed-use,43560,TBD,8,TBD,TBD,45,TBD,15,10,TBD,,az-surprise-zoning,"Sec. 106-5.2, Table 106-5a (MU-1)",,official-html,extracted,,"Min development parcel 1 acre (43,560 sf); min 5,500 sf/du. Max gross density 8 du/ac (min 4 du/lot). Setbacks ROW/adjacency-based: arterial ROW 20; collector/local ROW 15 (front recorded 15, may reduce to 10); adjacent to residential 15; adjacent to non-residential 10 (side recorded 10). No dedicated rear (TBD). Height 45 ft (30 at setback line adjacent to RR/R-1/R-2). Max building footprint 5,000 sf."
az-surprise:mu-2,az-surprise,City of Surprise,MU-2,Mixed Use High Density,mixed-use,43560,TBD,20,TBD,TBD,50,TBD,15,15,TBD,,az-surprise-zoning,"Sec. 106-5.3, Table 106-5b (MU-2)",,official-html,extracted,,"Min development parcel 1 acre. Gross density 8-20 du/ac (max 20). Cat A 3,700-5,500 sf/du, Cat B >=2,000 sf/du. Setbacks ROW/adjacency: arterial ROW 20; collector/local ROW 15 (front recorded 15, may reduce to 10); adjacent to residential 15 (A)/20 (B); adjacent to non-residential 20 (side recorded 15). No dedicated rear (TBD). Height 50 (A)/60 (B); 30 at setback adjacent to RR/R-1/R-2. Max footprint 30,000 sf; max non-residential tenant 15,000 sf."
az-surprise:mu-3,az-surprise,City of Surprise,MU-3,Mixed Use Resort,mixed-use,871200,40,20,TBD,50,30,TBD,12,5,12,,az-surprise-zoning,"Sec. 106-5.4, Tables 106-5c/5d/5e (MU-3)",,official-html,extracted,,"Min resort MSP project 20 acres (871,200 sf) recorded as min_lot_size_sf. Gross density 8-20 du/ac; each residential lot max 3 du, min 3,500 sf/du. Values shown are binding minimum from Table 106-5d residential lot Cat A (lot 4,000-7,999; width 40; front 12; side 5; rear 12; height 30; coverage 50%). Overall-project perimeter setbacks (5c): arterial 35, collector/local 20, adj residential 45, adj non-residential 30; net open space 30%. Non-residential parcels (5e) height up to 45-50 ft."
az-surprise:os-1,az-surprise,City of Surprise,OS-1,Open Space Conservation,open-space,435600,TBD,TBD,TBD,TBD,15,TBD,15,15,TBD,,az-surprise-zoning,"Sec. 106-8.2, Table 106-8a (OS-1)",,official-html,extracted,,"Min parcel to establish OS-1 is 10 acres (435,600 sf); civic districts otherwise have no minimum lot size. Setbacks: arterial/collector/local ROW 15 (front 15); adjacent to residential 50; adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 15 ft."
az-surprise:os-2,az-surprise,City of Surprise,OS-2,Open Space Recreation,open-space,TBD,TBD,TBD,TBD,TBD,35,TBD,15,15,TBD,,az-surprise-zoning,"Sec. 106-8.3, Table 106-8b (OS-2)",,official-html,extracted,,"Civic districts have no minimum lot size (TBD). Setbacks: ROW 15 (front 15); adjacent to residential 15; adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 35 ft (may increase 10 ft, up to 60, per additional 5 ft from side/rear line)."
az-surprise:pf,az-surprise,City of Surprise,PF,Public Facilities,special,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-surprise-zoning,Sec. 106-8.4 (PF District),,official-html,extracted,,"Per Sec. 106-8.4.B.2, dimensional standards are determined case-by-case through the site plan process; no fixed table. All fields TBD by design."
az-surprise:r-1,az-surprise,City of Surprise,R-1,Residential Low Density,residential,4950,45,TBD,TBD,45,35,TBD,12,5,15,,az-surprise-zoning,"Sec. 106-2.3, Table 106-2c (R-1 District)",,official-html,extracted,,"Six lot categories A-F by lot area: A 4,950-7,999; B 8,000-11,999; C 12,000-17,999; D 18,000-27,999; E 28,000-43,559; F >=43,560 sf. Binding minimum (Cat A) recorded: lot area 4,950 sf, width 45, front 12, side 5, rear 15, coverage 45%. Cat F: width 130, front 30, side 20, rear 30, coverage 25%. Max height 35 ft all cats. Max 1 du per lot of record. Street-side 15 ft (20 ft Cat E/F)."
az-surprise:r-2,az-surprise,City of Surprise,R-2,Residential Medium Density,residential,2800,35,TBD,TBD,TBD,35,TBD,10,5,10,,az-surprise-zoning,"Sec. 106-2.4, Table 106-2d (R-2 District)",,official-html,extracted,,"Min lot area 2,800 sf/du absolute floor (note 1). Cat A 800-4,949 (duplex/triplex 4,000-4,949); Cat B 4,950-7,999; Cat C 8,000-11,999; Cat D >=12,000. Cat A width 35; front 10/side 5/rear 10; Cat D front 15, side 10, rear 20. Height 35 ft. Max 3 du per lot of record. Side may reduce to 0 ft for attached units. No lot-coverage column (TBD). Open space 20-25%."
az-surprise:r-3,az-surprise,City of Surprise,R-3,Residential High Density,residential,43560,TBD,TBD,TBD,TBD,45,TBD,15,10,TBD,,az-surprise-zoning,"Sec. 106-2.5, Tables 106-2e/2f (R-3 District)",,official-html,extracted,,"Min lot size 1 acre (43,560 sf) per Sec. 106-2.5.B. Net density >8 du/ac. Setbacks ROW/adjacency-based: arterial ROW 20; collector/local ROW 15 (front recorded 15, may reduce to 10); adjacent to residential 10/15/20 (side recorded 10); adjacent to non-residential 20. No dedicated rear (TBD). Height 45/50/60 ft by tier (recorded 45); 30 ft cap at setback line adjacent to SF/2F/3F. Townhouses (Table 106-2f): lot 1,200 sf, width 20, front 3, rear 10, side 5, height 45. Open space 150 sf/du."
az-surprise:rr,az-surprise,City of Surprise,RR,Rural Residential,residential,43560,130,1,TBD,25,40,TBD,30,20,30,,az-surprise-zoning,"Sec. 106-2.2, Table 106-2b (RR District)",,official-html,extracted,,"Min lot >=43,560 sf (1 ac). Max net residential density 1 du/ac; max 1 du per lot of record. Street-side 20 ft. Garage face 20 ft (alley-loaded 9 ft). Open space 10% of gross acres. Reachable via api.municode.com (Supp. 66, jobId 484949, productId 14275)."
az-surprise:tnd-c,az-surprise,City of Surprise,TND-C,Traditional Neighborhood Development - Commercial,planned,6000,TBD,TBD,TBD,TBD,40,TBD,15,10,TBD,,az-surprise-zoning,"Sec. 106-4.4, Table 106-4c (TND-C)",,official-html,extracted,,"Planned/floating (TND), via rezoning. Min lot 6,000 sf. Setbacks: arterial ROW 20; collector/local ROW 15 (front 15); adjacent to residential 10 (20 from SF) (side 10); adjacent to non-residential 15. No dedicated rear (TBD). Height 40 ft (30 at setback adjacent to SF/2F/3F)."
az-surprise:tnd-mu,az-surprise,City of Surprise,TND-MU,Traditional Neighborhood Development - Mixed Use,planned,16000,TBD,TBD,TBD,TBD,45,TBD,20,10,TBD,,az-surprise-zoning,"Sec. 106-4.4, Table 106-4c (TND-MU)",,official-html,extracted,,"Planned/floating (TND), via rezoning. Min lot 16,000 sf; min 2,000 sf/du. Setbacks: arterial ROW 20; collector/local ROW 20 (may reduce to 10) (front 20); adjacent to residential 10 (20 from SF) (side 10); adjacent to non-residential 20. No dedicated rear (TBD). Height 45 ft (30 at setback adjacent to SF/2F/3F)."
az-surprise:tnd-os,az-surprise,City of Surprise,TND-OS,Traditional Neighborhood Development - Open Space,planned,TBD,TBD,TBD,TBD,TBD,35,TBD,15,15,TBD,,az-surprise-zoning,"Sec. 106-4.4, Table 106-4c (TND-OS)",,official-html,extracted,,"Planned/floating (TND), via rezoning. Min lot N/A (TBD). Setbacks: ROW 15 (front 15); adjacent to residential 15; adjacent to non-residential 15 (side 15). No dedicated rear (TBD). Height 35 ft."
az-surprise:tnd-r,az-surprise,City of Surprise,TND-R,Traditional Neighborhood Development - Residential,planned,2000,35,TBD,TBD,70,30,TBD,5,5,2,,az-surprise-zoning,"Sec. 106-4.4, Table 106-4b (TND-R)",,official-html,extracted,,"Planned/floating district via rezoning. Seven lot categories A-G: A 2,000-3,499; B 3,500-4,949; C 4,950-7,999; D 8,000-11,999; E 12,000-17,999; F 18,000+; G multi/commercial 16,000. Binding minimum (Cat A): lot 2,000 sf, width 35, front 5, side 5, rear 2, coverage 70%, height 30. Cat F width 90, front 30, rear 30, coverage 40%; Cat G height 45 ft. Side may reduce to 0 for attached units."
az-tempe:ag,az-tempe,City of Tempe,AG,Agricultural District,agricultural,43560,115,1,TBD,25,30,TBD,40,20,35,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:cc,az-tempe,City of Tempe,CC,City Core District,downtown,TBD,TBD,TBD,TBD,TBD,50,TBD,0,0,0,,az-tempe-zoning,Table 4-203A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:css,az-tempe,City of Tempe,CSS,Commercial Shopping/Service District,commercial,TBD,TBD,TBD,TBD,50,35,TBD,0,0,10,,az-tempe-zoning,Table 4-203A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:gid,az-tempe,City of Tempe,GID,General Industrial District,industrial,TBD,TBD,TBD,TBD,TBD,65,TBD,25,0,0,,az-tempe-zoning,Table 4-204,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:hid,az-tempe,City of Tempe,HID,Heavy Industrial District,industrial,TBD,TBD,TBD,TBD,TBD,65,TBD,25,0,0,,az-tempe-zoning,Table 4-204,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:lid,az-tempe,City of Tempe,LID,Light Industrial District,industrial,TBD,TBD,TBD,TBD,40,30,TBD,30,10,10,,az-tempe-zoning,Table 4-204,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:mhs,az-tempe,City of Tempe,MHS,Mobile Home Subdivision District,residential,6000,60,5.5,TBD,50,15,TBD,25,7,15,,az-tempe-zoning,Table 4-202C,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:mu-1,az-tempe,City of Tempe,MU-1,Mixed-Use 1 District,mixed-use,TBD,TBD,10,TBD,TBD,35,TBD,TBD,TBD,TBD,,az-tempe-zoning,Table 4-203B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:mu-2,az-tempe,City of Tempe,MU-2,Mixed-Use 2 District,mixed-use,TBD,TBD,15,TBD,TBD,40,TBD,TBD,TBD,TBD,,az-tempe-zoning,Table 4-203B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:mu-3,az-tempe,City of Tempe,MU-3,Mixed-Use 3 District,mixed-use,TBD,TBD,25,TBD,TBD,50,TBD,TBD,TBD,TBD,,az-tempe-zoning,Table 4-203B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:mu-4,az-tempe,City of Tempe,MU-4,Mixed-Use 4 District,mixed-use,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-tempe-zoning,Table 4-203B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:mu-ed,az-tempe,City of Tempe,MU-Ed,Mixed-Use Education District,mixed-use,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-tempe-zoning,Table 4-203B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:pcc-1,az-tempe,City of Tempe,PCC-1,Planned Community Commercial-1 District,commercial,TBD,TBD,TBD,TBD,50,35,TBD,0,30,30,,az-tempe-zoning,Table 4-203A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:pcc-2,az-tempe,City of Tempe,PCC-2,Planned Community Commercial-2 District,commercial,TBD,TBD,TBD,TBD,50,40,TBD,0,30,30,,az-tempe-zoning,Table 4-203A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r-2,az-tempe,City of Tempe,R-2,Multi-Family Residential District,residential,3600,TBD,10,TBD,45,30,TBD,20,10,15,,az-tempe-zoning,Table 4-202B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
